상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시군구명,행정동코드,행정동명,법정동명,도로명주소,경도,위도
MA010120220809114009,씨유감포파도소리점,,소매,종합 소매,편의점,체인화 편의점,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2473,129.5071397,35.82369629
MA010120220802960841,GS25동천우방점,,소매,종합 소매,편의점,체인화 편의점,경주시,47130630,동천동,동천동,경상북도 경주시 양정로290번길 13,129.225581,35.85867971
MA010120220808727023,팟타이,,음식,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 295,129.2067435,35.84395286
MA010120220806703875,보라빛향기,,음식,비알코올 ,카페,커피 전문점,경주시,47130550,성건동,성건동,경상북도 경주시 동대로14번길 2,129.2054977,35.85570735
MA010120220804983314,생고기제작소,,음식,한식,소고기 구이/찜,한식 육류 요리 전문점,경주시,47130550,성건동,성건동,경상북도 경주시 금성로407번길 6,129.2063297,35.85417831
MA010120220809105752,주연테크컴퓨터,,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,컴퓨터 및 주변 기기 수리업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 비화원로 60,129.2260918,35.99068937
MA010120220807800640,미소헤어제품,,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안강중앙로 238-1,129.2260794,35.99182489
MA010120220810439236,교동집밥,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130570,황남동,황남동,경상북도 경주시 첨성로 127,129.2152948,35.83428943
MA010120220805452553,아폴로밀키트,,소매,식료품 소매,반찬/식료품 소매업,조리 반찬류 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 화랑로37번길 18,129.2049064,35.84634734
MA010120220809104184,장원식당,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130650,불국동,하동,경상북도 경주시 하동못안길 20,129.3071267,35.80648501
MA010120220806408224,하이펜션,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2574,129.5131788,35.83066985
MA010120220809108537,프라나요가,,교육,기타 교육,요가/필라테스 학원,기타 스포츠 교육기관,경주시,47130621,황성동,황성동,경상북도 경주시 현진앞2길 23,129.2219001,35.88342733
MA010120220809112325,세원슈퍼,,소매,종합 소매,슈퍼마켓,슈퍼마켓,경주시,47130340,산내면,산내면,경상북도 경주시 산내면 단석로 217,128.9938605,35.76158519
MA010120220812520071,굿럭명품샵,,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,경주시,47130660,보덕동,신평동,경상북도 경주시 보문로 465-67,129.2909001,35.83958401
MA010120220806453382,경주강동풍력발전,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 삼괴정길 11-1,129.2503777,36.04468439
MA010120220812219469,구번가헤어,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130615,용강동,용강동,경상북도 경주시 양정로332번길 13,129.224404,35.86290036
MA010120220809116815,삼대금속.광고,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,경주시,47130630,동천동,동천동,경상북도 경주시 윗동천2길 5,129.2400212,35.84594086
MA010120220809202077,이백장돈가스경주,안강점,음식,일식,일식 카레/돈가스/덮밥,서양식 음식점업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 구부랑4길 14-10,129.1957533,36.00292607
MA010120220808643673,친구야노래클럽,,음식,주점,일반 유흥 주점,일반 유흥 주점업,경주시,47130530,황오동,황오동,경상북도 경주시 북정로 22-1,129.2154362,35.84295487
MA010120220803135868,여행사랑,,시설관리·임대,여행사·보조,여행사,여행사업,경주시,47130530,황오동,황오동,경상북도 경주시 태종로791번길 18,129.2147462,35.84241796
MA010120220809108375,그린모터사이클,,수리·개인,모터사이클 수리,모터사이클 수리업,모터사이클 수리업,경주시,47130570,황남동,사정동,경상북도 경주시 태종로 714-1,129.2062559,35.83873575
MA010120220809127753,별채반신경주역점,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 경주역로 80,129.1393996,35.79808179
MA010120220812914014,도원흑염소가든,,음식,한식,기타 한식 음식점,한식 일반 음식점업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 제내길 338-27,129.2882454,35.730492
MA010120220814301006,금장막걸리,,음식,주점,일반 유흥 주점,일반 유흥 주점업,경주시,47130360,현곡면,현곡면,경상북도 경주시 현곡면 금장2길 15,129.2020212,35.86646654
MA010120220809103808,화인고무상사,,소매,섬유·의복·신발 소매,신발 소매업,신발 소매업,경주시,47130530,황오동,황오동,경상북도 경주시 동성로 135-2,129.2156318,35.84322158
MA010120220811001130,서울떡방앗간,,음식,기타 간이,떡/한과,떡류 제조업,경주시,47130530,황오동,성동동,경상북도 경주시 화랑로 139-26,129.2162636,35.84484982
MA010120220808422299,성윤테크,,시설관리·임대,고용 알선,임시/일용 인력 공급업,임시 및 일용 인력 공급업,경주시,47130350,서면,서면,경상북도 경주시 서면 아화공단길 33,129.0463734,35.90155022
MA010120220809112007,파워자동차정비,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로64번길 9-3,129.2182915,35.86758171
MA010120220813899391,인더믹스,,과학·기술,광고,광고 대행업,광고 대행업,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 용명공단길 173-112,129.1134308,35.87277093
MA010120220809125360,88슈퍼,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,경주시,47130590,선도동,서악동,경상북도 경주시 대경로 4873,129.1897398,35.82604483
MA010120220803875658,뉴욕치과,,보건의료,의원,치과의원,치과의원,경주시,47130615,용강동,용강동,경상북도 경주시 용황로 69,129.2256045,35.8832596
MA010120220806789534,토함원조닭갈비,,음식,한식,닭/오리고기 구이/찜,한식 육류 요리 전문점,경주시,47130650,불국동,시래동,경상북도 경주시 구매택지1길 39,129.307538,35.7725262
MA010120220808679803,마포생고기,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130615,용강동,용강동,경상북도 경주시 소금강로29번길 28,129.2227241,35.86220163
MA010120220810166430,뉴산호장,,숙박,일반 숙박,여관/모텔,여관업,경주시,47130630,동천동,동천동,경상북도 경주시 양정로225번길 37,129.2233621,35.85572034
MA010120220807999211,경의상실,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,경주시,47130530,황오동,성동동,경상북도 경주시 원화로281번길 11,129.2163118,35.84538956
MA010120220812408162,원팩토리,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 공정길 33-14,129.2815095,36.00394681
MA010120220805629902,동경밥집,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 문산공단길 118-8,129.323314,35.67015274
MA010120220804046944,베로나,,음식,비알코올 ,카페,커피 전문점,경주시,47130550,성건동,석장동,경상북도 경주시 석장길 27,129.1930452,35.86009822
MA010120220812013802,보리향내음,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130590,선도동,충효동,경상북도 경주시 충효5길 24-17,129.1815846,35.84540361
MA010120220806859959,다현,,숙박,일반 숙박,펜션,민박업,경주시,47130605,월성동,도지동,경상북도 경주시 도지3길 13-10,129.2678763,35.80318657
MA010120220809111806,인터뷰,,음식,주점,요리 주점,기타 주점업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 화전길 41,129.2143192,35.99115062
MA010120220813498667,세콩이네반찬,,소매,식료품 소매,반찬/식료품 소매업,조리 반찬류 소매업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안현로 1504,129.2282892,35.9891889
MA010120220809237364,경주몽땅부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130621,황성동,황성동,경상북도 경주시 현진앞2길 6,129.2239102,35.88443532
MA010120220810151541,샬롬헤어,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 구부랑길 50-7,129.1975661,36.00191975
MA010120220810406103,언양암소곰탕,,음식,한식,국/탕/찌개류,한식 일반 음식점업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 2438,129.3212578,35.72835462
MA010120220806299193,라썸앤라반,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130660,보덕동,북군동,경상북도 경주시 북군길 126,129.2598946,35.85988601
MA010120220804898306,헬리오스,,음식,기타 간이,피자,피자; 햄버거; 샌드위치 및 유사 음식점업,경주시,47130650,불국동,마동,경상북도 경주시 불국로 208-14,129.3151838,35.78416469
MA010120220813455042,부산밀면,,음식,한식,냉면/밀면,한식 면 요리 전문점,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 강동로 99,129.2772869,35.99438626
MA010120220809113876,헐크헬스,,예술·스포츠,스포츠 서비스,헬스장,체력 단련시설 운영업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 비화원로 98,129.2218445,35.99144391
MA010120220809105195,칼국수카페,,음식,한식,국수/칼국수,한식 면 요리 전문점,경주시,47130621,황성동,황성동,경상북도 경주시 용담로54번길 9,129.2157921,35.86329385
MA010120220809123678,씨원하이샵,,소매,기타 생활용품 소매,주방/가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 경부고속도로 76,129.1092362,35.83188238
MA010120220807929865,이월,,음식,주점,일반 유흥 주점,일반 유흥 주점업,경주시,47130570,황남동,황남동,경상북도 경주시 포석로1068번길 15-12,129.2113105,35.8366515
MA010120220804888165,감포생아구찜,,음식,한식,횟집,한식 해산물 요리 전문점,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 구부랑두림길 34,129.1929052,36.00098693
MA010120220806442675,호두빙,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130650,불국동,진현동,경상북도 경주시 진현로2길 57,129.3270577,35.78635914
MA010120220808488505,오케이목장,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 입실로 61,129.3244928,35.71381246
MA010120220809129691,스마트유니폼,,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 1889-6,129.3312827,35.68255015
MA010120220808462439,건축사사무소더블유,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,경주시,47130630,동천동,동천동,경상북도 경주시 탈해로 59,129.2298405,35.85110404
MA010120220809111818,향리다원,,음식,비알코올 ,카페,기타 비알코올 음료점업,경주시,47130570,황남동,사정동,경상북도 경주시 포석로 979,129.2094483,35.82855833
MA010120220804049813,아델론네일,,수리·개인,이용·미용,네일숍,기타 미용업,경주시,47130615,용강동,용강동,경상북도 경주시 용황구획4길 38-3,129.2276112,35.88256463
MA010120220809126051,코사마르헤어&메이크업,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130630,동천동,동천동,경상북도 경주시 초당길15번길 25,129.2323247,35.8473366
MA010120220811514774,초심산방,,숙박,일반 숙박,여관/모텔,기타 일반 및 생활 숙박시설 운영업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 신계입실길 86-24,129.3217153,35.76274731
MA010120220813148049,비치캐슬A,,숙박,일반 숙박,여관/모텔,여관업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 감포로 391,129.5076982,35.82140513
MA010120220809122866,감포쌍용정비,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2246,129.4976391,35.80612669
MA010120220811695337,더풀빌라펜션,,숙박,일반 숙박,펜션,비주거용 건물 임대업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 1748,129.4937128,35.76509589
MA010120220812644804,대양공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130630,동천동,동천동,경상북도 경주시 백률로 14,129.2207479,35.85643549
MA010120220809114157,서울열쇠,,소매,철물·건설자재 소매,철물/공구 소매업,철물 및 난방용구 소매업,경주시,47130530,황오동,성동동,경상북도 경주시 동문로 16,129.2140953,35.84607018
MA010120220813472412,손오공공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130550,성건동,성건동,경상북도 경주시 화랑로 35-1,129.2046684,35.84494608
MA010120220803155242,멕시칸양념치킨,,음식,기타 간이,치킨,치킨 전문점,경주시,47130630,동천동,동천동,경상북도 경주시 초당길55번길 5,129.234764,35.8447413
MA010120220807088528,오복닭집,,음식,기타 간이,치킨,치킨 전문점,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 295,129.2067435,35.84395286
MA010120220807081257,대경관,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130615,용강동,용강동,경상북도 경주시 광중길 24,129.2250249,35.88035098
MA010120220805416900,베를린호프,,음식,주점,요리 주점,기타 주점업,경주시,47130590,선도동,충효동,경상북도 경주시 충효중앙길 22,129.1884809,35.84224162
MA010120220813245515,수영시래기밥,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130605,월성동,동방동,경상북도 경주시 동방북5길 3,129.260352,35.80893281
MA010120220809946204,세븐일레븐경주문산우박점,,소매,종합 소매,편의점,체인화 편의점,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 우박길 61-2,129.3205816,35.67799048
MA010120220809117369,장터손칼국수,,음식,한식,국수/칼국수,한식 면 요리 전문점,경주시,47130621,황성동,황성동,경상북도 경주시 갓뒤동녘길 33,129.2192497,35.87177186
MA010120220809103844,건축사사무소건환,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,경주시,47130550,성건동,성건동,경상북도 경주시 공영주택길 61,129.2132168,35.85388039
MA010120220812043613,커피한송이,,음식,비알코올 ,카페,커피 전문점,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 단석로 2023,129.1037144,35.84988336
MA010120220809119716,동양오토바이부속,,소매,모터사이클 소매,모터사이클 및 부품 소매업,모터사이클 및 부품 소매업,경주시,47130630,동천동,동천동,경상북도 경주시 양정로 191,129.2238206,35.84994519
MA010120220806823683,호스탑,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 종합 수리업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 덕방지길 19-30,129.2968971,35.7066026
MA010120220809124410,보송서점,,소매,오락용품 소매,서점,서적; 신문 및 잡지류 소매업,경주시,47130590,선도동,충효동,경상북도 경주시 충효중앙길 20,129.1886785,35.84218396
MA010120220809147889,한그루기획주,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로395번길 20,129.2047943,35.85308921
MA010120220809122391,달내막창,,음식,한식,곱창 전골/구이,한식 육류 요리 전문점,경주시,47130350,서면,서면,경상북도 경주시 서면 아화3길 43,129.0485117,35.89342216
MA010120220804818116,태국전통마사지샵뉴풋샵,,수리·개인,욕탕·신체관리,마사지/안마,마사지업,경주시,47130550,성건동,성건동,경상북도 경주시 원효로 23,129.2032487,35.84243118
MA010120220809909693,삼덕상사,,소매,섬유·의복·신발 소매,남성 의류 소매업,남자용 겉옷 소매업,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 산업로 4930,129.2443558,35.91641987
MA010120220809128311,안동식당,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 두류길 40-33,129.1602322,35.98328903
MA010120220809116599,대관령동태찌게,동천점,음식,한식,국/탕/찌개류,한식 일반 음식점업,경주시,47130630,동천동,동천동,경상북도 경주시 동천로93번길 2,129.2262995,35.85626963
MA010120220813944220,투썸플레이스경주,안강점,음식,비알코올 ,카페,커피 전문점,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 구부랑길 15,129.195696,35.99886349
MA010120220805435188,장호,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130590,선도동,충효동,경상북도 경주시 충효천길 208-7,129.1772644,35.84646415
MA010120220813196156,문성공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 계동2길 44,129.3295037,35.6764395
MA010120220802509725,가나잔디,,시설관리·임대,조경·유지,조경 유지·관리 서비스업,조경관리 및 유지 서비스업,경주시,47130360,현곡면,현곡면,경상북도 경주시 현곡면 상구길 75,129.1555636,35.87758146
MA010120220809109914,흥부네식당,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130660,보덕동,북군동,경상북도 경주시 북군3길 9-4,129.2638821,35.85298107
MA010120220809108977,소문난,,음식,주점,요리 주점,기타 주점업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로64번길 30-12,129.2202169,35.86636576
MA010120220806585433,은혜피아노교습소,,교육,기타 교육,음악학원,음악학원,경주시,47130605,월성동,도지동,경상북도 경주시 능원길 25,129.2661049,35.80390478
MA010120220808006109,도깨비쉼터,,음식,주점,요리 주점,한식 일반 음식점업,경주시,47130570,황남동,탑동,경상북도 경주시 탑리1길 3,129.2107156,35.82518312
MA010120220800235738,티파니노래연습장,,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2453,129.5065821,35.82179783
MA010120220809122455,우주산업렌탈,,시설관리·임대,산업용품 대여,기타 산업용 기계/장비 대여업,기타 산업용 기계 및 장비 임대업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 석계평리길 79-45,129.3104912,35.67848199
MA010120220812737783,만가르,,음식,동남아시아,베트남식 전문,기타 외국식 음식점업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 입실시장길 7-8,129.3249501,35.71472268
MA010120220809113142,경희정,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130630,동천동,동천동,경상북도 경주시 알천북로 411,129.2418395,35.84173513
MA010120220812105604,카페베네신경주역사점,,음식,비알코올 ,카페,커피 전문점,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 경주역로 80,129.1393996,35.79808179
MA010120220811225644,미복사,,수리·개인,세탁,세탁소,가정용 세탁업,경주시,47130650,불국동,구정동,경상북도 경주시 불국장터길 11-4,129.3011741,35.77575677
MA010120220813135778,토함산가든,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 외남로 1165,129.3877438,35.72789093
MA010120220804961439,자야점빵블루원점,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,경주시,47130660,보덕동,천군동,경상북도 경주시 보불로 391,129.2952623,35.82276861
MA010120220812489609,피자에땅,,음식,기타 간이,피자,피자; 햄버거; 샌드위치 및 유사 음식점업,경주시,47130621,황성동,황성동,경상북도 경주시 용담로54번길 9,129.2157921,35.86329385
MA010120220809130409,한양왕족발,,음식,한식,족발/보쌈,한식 일반 음식점업,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 단석로 2031,129.1043752,35.85017815
MA010120220810146186,보금자리민박,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 장진길 15-4,129.4934776,35.79224774
MA010120220811304304,쌍둥이수산,,소매,식료품 소매,수산물 소매업,신선; 냉동 및 기타 수산물 소매업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 연동길 75,129.5177355,35.84111592
MA010120220804428272,라라파,,음식,서양식,경양식,서양식 음식점업,경주시,47130550,성건동,성건동,경상북도 경주시 동대로12번길 1,129.2056631,35.85568629
MA010120220808123761,행복한마트두원,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,경주시,47130330,내남면,내남면,경상북도 경주시 내남면 이조중앙길 50,129.2022852,35.75107312
MA010120220808209160,알천반상,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130605,월성동,교동,경상북도 경주시 교촌안길 7,129.2153669,35.8297198
MA010120220809123690,안강셀프세차장,,수리·개인,자동차 수리·세차,자동차 세차장,자동차 세차업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 구부랑길 29,129.1962002,36.00025085
MA010120220804544513,라비앙로즈,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 감포로 389-4,129.5075355,35.82115626
MA010120220809117311,끌림,,음식,비알코올 ,카페,커피 전문점,경주시,47130630,동천동,동천동,경상북도 경주시 양정로275번길 12,129.2228822,35.85755834
MA010120220805182429,흙.돌침대,,소매,가구 소매,가구 소매업,가구 소매업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 1850-3,129.3335614,35.67926223
MA010120220800649343,경주팥집미성당,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,경주시,47130530,황오동,성동동,경상북도 경주시 원화로 280,129.2175245,35.84561946
MA010120220809116615,베네통,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,경주시,47130530,황오동,황오동,경상북도 경주시 계림로 90,129.2136269,35.8423575
MA010120220805418670,농부떡집,,음식,기타 간이,떡/한과,떡류 제조업,경주시,47130340,산내면,산내면,경상북도 경주시 산내면 의곡중앙길 28,129.0467287,35.75772328
MA010120220809123434,매인정보통신,,소매,안경·정밀기기 소매,사무기기 소매업,사무용 기기 소매업,경주시,47130630,동천동,동천동,경상북도 경주시 초당길55번길 11,129.2352837,35.84511907
MA010120220801335283,팝콘모텔,,숙박,일반 숙박,호텔/리조트,호텔업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 구부랑3길 11,129.1953296,36.00084345
MA010120220808945440,진이불,,소매,섬유·의복·신발 소매,침구류/커튼 소매업,가정용 직물제품 소매업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 입실로1길 10-10,129.3260452,35.70982689
MA010120220802690698,강동농협로컬푸드직매장,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 천강로 1213,129.2761612,35.98569484
MA010120220809106103,숯불광장,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130590,선도동,충효동,경상북도 경주시 충효녹지길 44-20,129.1865003,35.84265613
MA010120220802918033,한솥도시락경주금장점,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130360,현곡면,현곡면,경상북도 경주시 현곡면 안현로 43-9,129.2029583,35.87112576
MA010120220803189434,일출공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2473,129.5071397,35.82369629
MA010120220809598012,티에스,,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,경주시,47130660,보덕동,신평동,경상북도 경주시 보문로 465-67,129.2909001,35.83958401
MA010120220808145462,남강막회식당,,음식,한식,횟집,한식 해산물 요리 전문점,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 천북로 322,129.2651465,35.89738703
MA010120220809101092,가람동물병원,,과학·기술,수의,동물병원,수의업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 입실로3길 32,129.3236136,35.71549637
MA010120220804148247,금성상사,,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,자동차용 전용 신품 부품 판매업,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 용명공단길 84,129.1091954,35.85540987
MA010120220802935417,들국화,,소매,식물 소매,꽃집,화초 및 식물 소매업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 청령마을1길 4-6,129.2310431,35.91804668
MA010120220809734279,동네롤집,,음식,일식,일식 회/초밥,일식 음식점업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로396번길 7,129.2075834,35.8534885
MA010120220808473207,취향,,소매,식물 소매,꽃집,화초 및 식물 소매업,경주시,47130570,황남동,사정동,경상북도 경주시 포석로1095번길 38,129.2075775,35.83690938
MA010120220809129027,당근미용실,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 비화동길 27,129.2252624,35.98957849
MA010120220811669106,감포반점&닭갈비,,음식,한식,닭/오리고기 구이/찜,중식 음식점업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2243,129.4971408,35.80611002
MA010120220809119159,송은정헤어뉴스,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130530,황오동,황오동,경상북도 경주시 원효로 183-1,129.2211365,35.84180439
MA010120220809109026,서울의류,,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,경주시,47130530,황오동,성동동,경상북도 경주시 화랑로 139-2,129.2162345,35.84459806
MA010120220809102994,펌＆컷,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 동산3길 8,129.2691006,35.89586169
MA010120220811983268,지에스25블루원콘도점,,소매,종합 소매,편의점,체인화 편의점,경주시,47130660,보덕동,천군동,경상북도 경주시 보불로 391,129.2952623,35.82276861
MA010120220814346673,장어수산,,소매,식료품 소매,수산물 소매업,신선; 냉동 및 기타 수산물 소매업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 2826,129.3133014,35.76271129
MA010120220809116587,수소주마을,,음식,주점,요리 주점,기타 주점업,경주시,47130550,성건동,성건동,경상북도 경주시 한빛길10번길 44,129.2059161,35.85442919
MA010120220809114222,건축사사무소한주,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,경주시,47130615,용강동,용강동,경상북도 경주시 양정로328번길 10,129.2245923,35.86211297
MA010120220812374871,진선유통안강식자재,,소매,종합 소매,슈퍼마켓,슈퍼마켓,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안강중앙로 142,129.2154291,35.99317545
MA010120220809105267,만도카서비스,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130621,황성동,황성동,경상북도 경주시 갓뒤길3번길 2,129.2167597,35.87061046
MA010120220809083606,위넌스터디카페,성건점,예술·스포츠,도서관·사적지,독서실/스터디 카페,독서실 운영업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로426번길 3,129.2073117,35.85566501
MA010120220808153170,고궁,,음식,주점,요리 주점,기타 주점업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로64번길 9-22,129.2188304,35.86824753
MA010120220813123142,터온아뜨리에,,음식,비알코올 ,카페,커피 전문점,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 천강로 1002-7,129.2902543,35.97159596
MA010120220813450999,예쁘다폰,,소매,장식품 소매,기념품점,기념품; 관광 민예품 및 장식용품 소매업,경주시,47130530,황오동,황오동,경상북도 경주시 계림로 90,129.2136269,35.8423575
MA010120220809109444,영빈관,,음식,중식,중국집,중식 음식점업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2052,129.4917317,35.79016663
